TransectID,Longitude,Latitude,LRR_m_yr,EPR_m_yr,NSM_m,NDVI_2019,NDVI_2024,BSI_2024,NDVI_decline,score_lrr,score_ndvi,score_bsi,Risk_Score,Risk_Level
106.0,84.907001,19.272718,-1.452,3.636,40.0,0.5099271276040177,0.43639859072981096,-0.2810474017518085,0.07352853687420674,0.5913752468310083,0.2402098218646041,0.13429793749796506,0.39461015747447836,Moderate
107.0,84.907515,19.273536,-6.538,-2.727,-30.0,0.40132987317453284,0.05884360203553704,-0.056039292415001475,0.34248627113899577,0.915344926428435,0.8818547609552451,0.6418088578160435,0.8505906630639998,Critical
123.0,84.940853,19.300201,-2.172,0.758,8.333,0.33621774726158127,0.2071197439226222,-0.1472137968836533,0.12909800333895907,0.6372380406395312,0.37278034274046856,0.43616268440116823,0.5176856600221398,Moderate
126.0,84.940272,19.301007,5.974,8.485,93.333,0.34773001466664843,0.04061015122052651,0.014323594699092671,0.3071198634461219,0.11835148735588252,0.7974821119515623,0.8005139538268633,0.45852316802878257,Moderate
128.0,84.940073,19.29414,1.224,0.303,3.333,0.42266003426629023,0.37457483041682904,-0.20970367897347142,0.04808520384946119,0.42091852984266515,0.17951037437129197,0.295215330710463,0.32335544337481276,Low
129.0,84.939685,19.294768,-0.964,,,0.47800609356243834,0.4371330163115272,-0.2519298044317221,0.04087307725091116,0.5602904643607873,0.1623046057969452,0.19997334207304343,0.3688312823340859,Moderate
131.0,84.939566,19.296663,-3.986,6.667,73.333,0.546234614425252,0.3293344645938636,-0.13860573656256173,0.2169001498313884,0.7527868017071151,0.5822474662354105,0.4555783607009561,0.6421833128643719,High
134.0,84.942352,19.294437,1.608,2.727,30.0,0.5186966254337612,0.44663576546550265,-0.26089788479473863,0.0720608599682585,0.3964583731447863,0.23670842614718343,0.17974563236099841,0.30519084088874787,Low
136.0,84.941213,19.294243,-6.923,-5.758,-63.333,0.4247604209752235,0.06606643259579757,-0.04052357370199145,0.3586939883794259,0.9398687814510478,0.9205210583568126,0.6768049150988024,0.8814516912523281,Critical
137.0,84.942148,19.295609,-0.758,-0.606,-6.667,0.3266949984984272,0.3017094006263187,-0.15977858535632805,0.024985597872108523,0.547168609465571,0.12440229089909764,0.40782251755045273,0.39246949551260535,Moderate
138.0,84.945097,19.303229,5.191,5.909,65.0,0.5283032017474107,0.29402619139739156,-0.17018243426858387,0.2342770103500192,0.16822727562265113,0.6237029560339915,0.3843563991431128,0.3480958044501456,Low
143.0,84.945391,19.30251,5.134,8.182,90.0,0.39122899022157126,0.16594697022559976,-0.08816239137406798,0.2252820199959715,0.17185808013249249,0.6022438592966518,0.5693544757751662,0.380473093010275,Moderate
147.0,84.946007,19.298904,-1.847,,,0.3566469692248571,0.23906599540073828,-0.1569929766661287,0.11758097382411883,0.6165360851009619,0.3453044877636436,0.4141055214571828,0.4946804931710106,Moderate
148.0,84.946565,19.299904,3.448,,,0.5181079655863572,0.3442061820722132,-0.22727069385482232,0.17390178351414398,0.27925345563411685,0.47966746714357067,0.25559252815479805,0.33464547359108926,Low
150.0,84.950314,19.319728,0.402,,,0.3340895879398095,0.3309917285060303,-0.18437663745769328,0.00309785943377916,0.47327855277406206,0.07218532589720167,0.3523410502522703,0.3287630842066456,Low
151.0,84.952479,19.306293,0.848,0.0,0.0,0.3590950400382051,0.29839440611110923,-0.19786590452751626,0.06070063392709585,0.4448690999426715,0.20960665282892119,0.3219157008495306,0.3496996859899182,Low
157.0,84.9647,19.333529,4.071,2.273,25.0,0.4488498113380948,0.2279528522570903,-0.1542599882601991,0.2208969590810045,0.23956939932479776,0.5917825422001792,0.4202698391131113,0.3813734301450749,Moderate
158.0,84.964901,19.332718,4.429,4.091,45.0,0.4409806522696788,0.23499398619120945,-0.1414277672640068,0.20598666607846935,0.21676539907000444,0.5562114734908613,0.4492132061175164,0.3650887828057639,Moderate
161.0,84.963568,19.332793,4.038,3.182,35.0,0.5397336829958244,0.3223355909457803,-0.21242935629708856,0.21739809205004407,0.2416714440410217,0.5834353930501324,0.2890675033673675,0.3536798406090241,Moderate
165.0,84.97,19.343614,2.902,1.818,20.0,0.4133098333059,0.28843447822362445,-0.15568488400036143,0.12487535508227554,0.3140327409389133,0.36270648897728414,0.4170559542865665,0.3492395080199552,Low
167.0,84.970374,19.34416,-1.259,-0.909,-10.0,0.33223951864463513,0.28812243837055573,-0.13975975279070438,0.0441170802740794,0.5790814701573348,0.17004373301669415,0.4529754507892515,0.4311489451415259,Moderate
168.0,84.971416,19.344533,-0.559,-0.606,-6.667,0.4901419191918475,0.44679309665904643,-0.2767098593198503,0.04334882253280109,0.5344926428434932,0.1682109220251979,0.14408136334003852,0.34652587069731366,Low
