TransectID,EPR_m_yr,NSM_m,LRR_m_yr,R2,SCE_m,p_value,Longitude,Latitude
704,2.3021,28.3153,2.3021,0.6098,28.3153,0.0077,84.804826,19.394887
705,0.5524,0.0,0.5524,0.0009,160.4313,0.933,84.820995,19.41575
706,25.4729,29.8396,25.4729,0.1604,437.6483,0.2514,84.821936,19.415737
707,2.7161,28.3114,2.7161,0.0182,198.1801,0.7101,84.822073,19.415514
708,18.2296,339.7342,18.2296,0.3279,339.7342,0.0836,84.82396,19.416896
709,20.8635,139.2517,20.8635,0.2359,377.9689,0.1547,84.822517,19.416546
710,-3.0383,0.0,-3.0383,0.0061,311.4237,0.8302,84.820726,19.416565
711,0.0,0.0,0.0,0.137,0.0,0.2923,84.820726,19.418823
712,10.9655,377.9689,10.9655,0.0477,387.9154,0.5444,84.821813,19.420049
713,0.0,0.0,0.0,0.6126,0.0,0.0074,84.82396,19.419828
714,27.9134,349.562,27.9134,0.3856,481.8286,0.0743,84.842285,19.231187
715,10.4895,119.3548,10.4895,0.7684,119.3548,0.0219,84.842776,19.229786
716,1.466,18.8956,1.466,0.0021,283.4339,0.9319,84.843902,19.228023
717,7.3658,69.6236,7.3658,0.2379,139.2472,0.2668,84.843098,19.229517
718,2.4239,9.9462,2.4239,0.0458,89.5161,0.6838,84.842715,19.230595
719,4.5384,56.6856,4.5384,0.116,160.6092,0.3698,84.843363,19.23162
720,25.8417,228.7631,25.8417,0.1647,566.9345,0.2786,84.844661,19.230595
721,13.4809,547.0418,13.4809,0.0356,656.45,0.6269,84.845903,19.230056
722,28.2974,0.0,28.2974,0.2472,566.9342,0.1733,84.84551,19.231134
723,1.4561,59.6773,1.4561,0.0051,179.032,0.8667,84.843984,19.231403
724,13.4588,132.2656,13.4588,0.7021,132.2656,0.0048,84.843363,19.232559
725,17.4104,141.7122,17.4104,0.7044,141.7122,0.0092,84.844711,19.233537
726,32.5821,457.5258,32.5821,0.3733,457.5258,0.0805,84.84593,19.234098
727,4.1569,37.7897,4.1569,0.6643,37.7897,0.0137,84.847406,19.23432
728,0.0,0.0,0.0,0.6839,0.0,0.0113,84.846058,19.233342
729,0.0683,85.028,0.0683,0.0,113.3707,0.9886,84.844711,19.232364
730,5.5588,149.1931,5.5588,0.008,646.5037,0.8191,84.84636,19.231673
731,8.0351,9.9462,8.0351,0.0353,358.0634,0.6285,84.847319,19.230864
732,2.4249,0.0,2.4249,0.0185,198.924,0.7269,84.848277,19.230056
733,0.0683,56.6857,0.0683,0.0,500.7228,0.9966,84.848214,19.231349
734,0.0,0.0,0.0,,0.0,,84.8494,19.230864
735,16.4455,18.8953,16.4455,0.1518,340.1154,0.3,84.849562,19.230323
736,10.0236,18.8955,10.0236,0.1597,255.0886,0.2866,84.848484,19.229089
737,23.1308,321.2249,23.1308,0.1607,444.046,0.4308,84.847136,19.228111
738,18.5567,159.1395,18.5567,0.2231,417.7411,0.1992,84.845265,19.228169
739,39.2814,368.0098,39.2814,0.6098,387.9021,0.013,84.846221,19.228708
740,6.5862,132.2643,6.5862,0.2337,132.2643,0.2249,84.846328,19.233911
741,17.2144,19.8922,17.2144,0.1293,616.6587,0.251,84.887863,19.369654
742,10.0005,28.3184,10.0005,0.0243,556.9275,0.6283,84.889177,19.369259
743,1.1882,18.8789,1.1882,0.0957,47.1973,0.3278,84.889986,19.368819
744,5.1817,59.6766,5.1817,0.0094,467.4669,0.7642,84.888998,19.367498
745,-8.4165,28.319,-8.4165,0.0888,254.8706,0.3468,84.888369,19.365837
746,-12.0675,9.9461,-12.0675,0.134,417.7368,0.2419,84.886512,19.365342
747,5.8425,119.3535,5.8425,0.04,328.2221,0.533,84.884984,19.36615
748,1.2267,9.9461,1.2267,0.3603,19.8923,0.0875,84.883834,19.367228
749,1.0232,18.879,1.0232,0.0993,37.758,0.3184,84.884865,19.368507
750,20.133,330.3798,20.133,0.2715,453.0922,0.0824,84.885943,19.369742
751,5.4128,0.0,5.4128,0.0576,283.1814,0.4525,84.88756,19.370465
752,14.4323,258.5987,14.4323,0.2564,268.5447,0.093,84.889091,19.371271
753,-6.9205,0.0001,-6.9205,0.016,537.0898,0.6957,84.888588,19.369654
755,-5.17,47.2257,-5.17,0.0287,283.3539,0.6184,84.904539,19.268786
756,14.029,0.0,14.029,0.027,666.3764,0.6295,84.904066,19.269132
757,30.0621,328.2152,30.0621,0.4358,328.2152,0.0271,84.904608,19.273175
758,7.9195,85.0031,7.9195,0.1553,85.0031,0.4395,84.905347,19.274731
759,47.8351,616.6468,47.8351,0.7993,616.6468,0.0066,84.90502,19.276678
760,9.637,49.7296,9.637,0.663,69.6215,0.0486,84.904344,19.278295
761,6.6287,37.7778,6.6287,0.6345,37.7778,0.0579,84.904269,19.280482
762,-0.7626,9.4444,-0.7626,0.0198,28.3331,0.7903,84.904269,19.282228
763,-0.0,0.0,-0.0,0.0305,0.0001,0.7409,84.904539,19.281523
764,-0.8799,0.0,-0.8799,0.0311,28.3334,0.7384,84.904539,19.279777
765,0.528,0.0,0.528,0.0012,85.0013,0.9472,84.905347,19.278287
766,1.1146,18.8893,1.1146,0.0061,85.0019,0.8827,84.905347,19.277052
767,0.9973,28.3342,0.9973,0.0032,85.0027,0.9158,84.906156,19.275562
768,33.4969,179.4521,33.4969,0.8215,179.4521,0.0127,84.906695,19.273816
769,-12.6081,0.0,-12.6081,0.134,298.377,0.2682,84.907007,19.272366
770,11.4121,37.78,11.4121,0.1065,340.0199,0.3273,84.907503,19.271091
771,-0.4616,18.8902,-0.4616,0.0002,273.9075,0.9653,84.907234,19.269601
772,6.5761,141.6779,6.5761,0.1445,217.2394,0.2488,84.907503,19.267599
773,-24.2665,0.0,-24.2665,0.2448,387.256,0.1218,84.907503,19.266365
774,-0.6392,9.4454,-0.6392,0.0003,283.3606,0.9572,84.907234,19.264875
775,0.344,109.4048,0.344,0.0,586.8075,0.9888,84.907851,19.263203
776,15.2479,0.0,15.2479,0.165,298.3765,0.2151,84.90881,19.261856
777,-0.8041,0.0003,-0.8041,0.0977,29.8372,0.4128,84.910337,19.261048
778,-0.0739,0.0003,-0.0739,0.0004,29.8374,0.9612,84.910661,19.260778
779,10.2301,119.3506,10.2301,0.2718,218.8094,0.1,84.908567,19.261048
780,-7.2439,0.0,-7.2439,0.0175,453.3838,0.698,84.907234,19.262039
781,6.3278,0.0,6.3278,0.0615,226.6912,0.4621,84.905617,19.262762
782,15.5529,0.0,15.5529,0.1295,358.9241,0.277,84.905078,19.264508
783,8.0534,368.3662,8.0534,0.0346,396.7021,0.5841,84.904269,19.265998
784,-4.786,9.9459,-4.786,0.0109,367.9986,0.7598,84.905049,19.266437
785,11.3484,28.3356,11.3484,0.0719,481.7051,0.4252,84.905617,19.267645
786,4.2609,0.0,4.2609,0.0108,311.6881,0.761,84.905617,19.269391
787,2.6846,0.0,2.6846,0.0037,427.6743,0.8589,84.904386,19.269941
788,-4.6373,0.0,-4.6373,0.019,330.5735,0.6863,84.904,19.271832
789,18.6551,18.8898,18.6551,0.2045,236.1222,0.368,84.903461,19.273067
790,66.7798,328.2157,66.7798,0.7205,387.8912,0.1512,84.903767,19.284224
791,33.1206,507.2417,33.1206,0.2339,527.1336,0.1318,84.904172,19.272097
792,21.4963,255.0159,21.4963,0.4132,255.0159,0.0329,84.904539,19.270517
793,-0.6506,0.0,-0.6506,0.0002,497.2953,0.9653,84.90609,19.268324
794,8.3301,170.011,8.3301,0.199,170.011,0.169,84.906695,19.269994
795,-1.2286,0.0,-1.2286,0.0071,132.2291,0.8048,84.906964,19.271996
796,16.3085,122.7833,16.3085,0.4181,122.7833,0.1652,84.905886,19.27323
797,-14.6432,0.0,-14.6432,0.1405,377.7963,0.2561,84.904539,19.27268
798,7.3643,18.8901,7.3643,0.0533,292.7957,0.4945,84.904808,19.270678
799,-2.6276,28.3353,-2.6276,0.004,340.0233,0.8533,84.905886,19.269443
800,0.0,0.0,0.0,,0.0,,84.907071,19.267246
801,19.3522,415.5923,19.3522,0.3007,415.5923,0.0807,84.907773,19.266156
802,5.2837,113.3439,5.2837,0.0298,340.0318,0.6116,84.908042,19.265256
803,21.5114,283.362,21.5114,0.3212,283.362,0.0691,84.908042,19.263975
804,10.3259,349.4762,10.3259,0.0662,368.3668,0.4449,84.907503,19.265722
805,36.1641,298.3765,36.1641,0.7351,298.3765,0.0007,84.908347,19.263203
806,10.4752,406.1548,10.4752,0.0622,406.1548,0.4594,84.90912,19.262542
807,7.8324,79.5669,7.8324,0.8155,79.5669,0.0136,84.912345,19.261048
808,1.4919,19.8917,1.4919,0.0193,119.3503,0.793,84.912421,19.261317
809,1.1189,9.9458,1.1189,0.7594,9.9458,0.0237,84.912196,19.262125
810,-18.259,28.3365,-18.259,0.0716,538.3944,0.4263,84.912623,19.261607
811,8.5783,89.5127,8.5783,0.8817,89.5127,0.0055,84.913246,19.261856
812,6.3028,368.3736,6.3028,0.0182,368.3736,0.7293,84.913432,19.262202
813,2.5975,18.8909,2.5975,0.5585,28.3364,0.0877,84.91424,19.262418
814,18.7728,169.0793,18.7728,0.8253,169.0794,0.0122,84.915743,19.26482
815,0.0575,0.0,0.0575,0.0,99.4584,0.9942,84.917141,19.26509
816,15.4161,198.9168,15.4161,0.5297,198.9168,0.101,84.916153,19.264281
817,5.6672,56.6725,5.6672,0.2683,113.345,0.2925,84.915049,19.263072
818,-13.1148,113.345,-13.1148,0.0309,651.7346,0.6512,84.913432,19.262979
819,8.5783,89.5127,8.5783,0.4601,129.2961,0.1386,84.914312,19.262664
